Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2018,oct,10/1/2018,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,1
2018,oct,10/1/2018,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,29
2018,oct,10/1/2018,Tripura,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,12
2018,oct,10/1/2018,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,478
2018,oct,10/1/2018,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,6
2018,oct,10/1/2018,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,61
2018,oct,10/1/2018,Uttarakhand,MOPED,2-Wheelers,2W_Personal,1
2018,oct,10/1/2018,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,5260
2018,oct,10/1/2018,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,59
2018,oct,10/1/2018,Uttar Pradesh,GOODS CARRIER,Others,Others,1
2018,oct,10/1/2018,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,281
2018,oct,10/1/2018,Uttar Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,1
2018,oct,10/1/2018,Uttar Pradesh,MOPED,2-Wheelers,2W_Personal,22
2018,oct,10/1/2018,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1
2018,oct,10/1/2018,Uttar Pradesh,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,16
2018,oct,10/1/2018,Uttar Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2018,oct,10/1/2018,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,11
2018,oct,10/1/2018,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,902
2018,oct,10/1/2018,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,1
2018,oct,10/1/2018,West Bengal,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,3
2018,oct,10/1/2018,Jammu and Kashmir,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2018,oct,10/1/2018,Jammu and Kashmir,MOPED,2-Wheelers,2W_Personal,6
2019,oct,10/1/2019,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1171
2019,oct,10/1/2019,Assam,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,21
2019,oct,10/1/2019,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2019,oct,10/1/2019,Andhra Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2
2019,oct,10/1/2019,Andhra Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2019,oct,10/1/2019,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,107
2019,oct,10/1/2019,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,8
2019,oct,10/1/2019,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1280
2019,oct,10/1/2019,Bihar,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,11
2019,oct,10/1/2019,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,42
2019,oct,10/1/2019,Bihar,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,2
2019,oct,10/1/2019,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,7
2019,oct,10/1/2019,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,115
2019,oct,10/1/2019,Chhattisgarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,11
2019,oct,10/1/2019,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,59
2019,oct,10/1/2019,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,22
2019,oct,10/1/2019,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,3
2019,oct,10/1/2019,Chandigarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,20
2019,oct,10/1/2019,Chandigarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,5
2019,oct,10/1/2019,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2019,oct,10/1/2019,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,4
2019,oct,10/1/2019,DNH and DD,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,6
2019,oct,10/1/2019,Delhi,BUS,Bus,Bus,1
2019,oct,10/1/2019,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2030
2019,oct,10/1/2019,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,215
2019,oct,10/1/2019,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,138
2019,oct,10/1/2019,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,74
2019,oct,10/1/2019,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,13
2019,oct,10/1/2019,Goa,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2019,oct,10/1/2019,Goa,MOTOR CAR,4-Wheelers,4W_Personal,1
2019,oct,10/1/2019,Gujarat,BUS,Bus,Bus,7
2019,oct,10/1/2019,Gujarat,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,4
2019,oct,10/1/2019,Gujarat,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,2
2019,oct,10/1/2019,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,22
2019,oct,10/1/2019,Gujarat,MOPED,2-Wheelers,2W_Personal,23
2019,oct,10/1/2019,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,1
2019,oct,10/1/2019,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,9
2019,oct,10/1/2019,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,4
2019,oct,10/1/2019,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,313
2019,oct,10/1/2019,Haryana,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,8
2019,oct,10/1/2019,Haryana,GOODS CARRIER,Others,Others,1
2019,oct,10/1/2019,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,15
2019,oct,10/1/2019,Haryana,MOPED,2-Wheelers,2W_Personal,4
2019,oct,10/1/2019,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,2
2019,oct,10/1/2019,Haryana,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,3
2019,oct,10/1/2019,Haryana,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,35
2019,oct,10/1/2019,Haryana,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2019,oct,10/1/2019,Jharkhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,121
2019,oct,10/1/2019,Jharkhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2019,oct,10/1/2019,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,29
2019,oct,10/1/2019,Jharkhand,MOTOR CAB,4-Wheelers,4W_Shared,3
2019,oct,10/1/2019,Jharkhand,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,3
2019,oct,10/1/2019,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,11
2019,oct,10/1/2019,Karnataka,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,3
2019,oct,10/1/2019,Karnataka,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,7
2019,oct,10/1/2019,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,316
2019,oct,10/1/2019,Karnataka,MOPED,2-Wheelers,2W_Personal,10
2019,oct,10/1/2019,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,25
2019,oct,10/1/2019,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,15
2019,oct,10/1/2019,Karnataka,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,56
2019,oct,10/1/2019,Karnataka,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,6
2019,oct,10/1/2019,Karnataka,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2019,oct,10/1/2019,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2019,oct,10/1/2019,Karnataka,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2019,oct,10/1/2019,Kerala,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2019,oct,10/1/2019,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2019,oct,10/1/2019,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,5
2019,oct,10/1/2019,Kerala,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,6
2019,oct,10/1/2019,Kerala,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,2
2019,oct,10/1/2019,Maharashtra,BUS,Bus,Bus,26
2019,oct,10/1/2019,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,76
2019,oct,10/1/2019,Maharashtra,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,11
2019,oct,10/1/2019,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,358
2019,oct,10/1/2019,Maharashtra,MOPED,2-Wheelers,2W_Personal,6
2019,oct,10/1/2019,Maharashtra,MOTOR CAB,4-Wheelers,4W_Shared,13
2019,oct,10/1/2019,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,14
2019,oct,10/1/2019,Maharashtra,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,2
2019,oct,10/1/2019,Maharashtra,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2019,oct,10/1/2019,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2019,oct,10/1/2019,Manipur,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,24
2019,oct,10/1/2019,Manipur,MOPED,2-Wheelers,2W_Personal,6
2019,oct,10/1/2019,Madhya Pradesh,AGRICULTURAL TRACTOR,Others,Others,1
2019,oct,10/1/2019,Madhya Pradesh,BUS,Bus,Bus,39
2019,oct,10/1/2019,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,188
2019,oct,10/1/2019,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,29
2019,oct,10/1/2019,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,149
2019,oct,10/1/2019,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2019,oct,10/1/2019,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,27
2019,oct,10/1/2019,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,63
2019,oct,10/1/2019,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,1
2019,oct,10/1/2019,Odisha,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,4
2019,oct,10/1/2019,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2019,oct,10/1/2019,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,110
2019,oct,10/1/2019,Punjab,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2019,oct,10/1/2019,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,11
2019,oct,10/1/2019,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2019,oct,10/1/2019,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2019,oct,10/1/2019,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,454
2019,oct,10/1/2019,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,56
2019,oct,10/1/2019,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,62
2019,oct,10/1/2019,Rajasthan,MOPED,2-Wheelers,2W_Personal,15
2019,oct,10/1/2019,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1
2019,oct,10/1/2019,Rajasthan,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2019,oct,10/1/2019,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,297
2019,oct,10/1/2019,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,22
2019,oct,10/1/2019,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,4
2019,oct,10/1/2019,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,36
2019,oct,10/1/2019,Tamil Nadu,PRIVATE SERVICE VEHICLE,Others,Others,1
2019,oct,10/1/2019,Tripura,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,200
2019,oct,10/1/2019,Tripura,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,10
2019,oct,10/1/2019,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,408
2019,oct,10/1/2019,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,9
2019,oct,10/1/2019,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,34
2019,oct,10/1/2019,Uttarakhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2019,oct,10/1/2019,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,4974
2019,oct,10/1/2019,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,93
2019,oct,10/1/2019,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,189
2019,oct,10/1/2019,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,12
2019,oct,10/1/2019,Uttar Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2019,oct,10/1/2019,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,10
2019,oct,10/1/2019,West Bengal,BUS,Bus,Bus,8
2019,oct,10/1/2019,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1178
2019,oct,10/1/2019,West Bengal,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2019,oct,10/1/2019,West Bengal,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2019,oct,10/1/2019,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,3
2020,oct,10/1/2020,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,993
2020,oct,10/1/2020,Assam,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,5
2020,oct,10/1/2020,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,8
2020,oct,10/1/2020,Assam,MOTOR CAR,4-Wheelers,4W_Personal,1
2020,oct,10/1/2020,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,2
2020,oct,10/1/2020,Andaman & Nicobar Island,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1
2020,oct,10/1/2020,Andhra Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,20
2020,oct,10/1/2020,Andhra Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,8
2020,oct,10/1/2020,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,126
2020,oct,10/1/2020,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,7
2020,oct,10/1/2020,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,18
2020,oct,10/1/2020,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1211
2020,oct,10/1/2020,Bihar,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,17
2020,oct,10/1/2020,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,31
2020,oct,10/1/2020,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,3
2020,oct,10/1/2020,Bihar,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1
2020,oct,10/1/2020,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,4
2020,oct,10/1/2020,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,46
2020,oct,10/1/2020,Chhattisgarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,9
2020,oct,10/1/2020,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,27
2020,oct,10/1/2020,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,25
2020,oct,10/1/2020,Chhattisgarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2
2020,oct,10/1/2020,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,12
2020,oct,10/1/2020,Chhattisgarh,TRAILER (AGRICULTURAL),Others,Others,1
2020,oct,10/1/2020,Chandigarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,22
2020,oct,10/1/2020,Chandigarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,12
2020,oct,10/1/2020,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,4
2020,oct,10/1/2020,Chandigarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2020,oct,10/1/2020,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,597
2020,oct,10/1/2020,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,264
2020,oct,10/1/2020,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,48
2020,oct,10/1/2020,Delhi,MOPED,2-Wheelers,2W_Personal,1
2020,oct,10/1/2020,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,76
2020,oct,10/1/2020,Delhi,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,19
2020,oct,10/1/2020,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,14
2020,oct,10/1/2020,Goa,MOPED,2-Wheelers,2W_Personal,3
2020,oct,10/1/2020,Goa,MOTOR CAR,4-Wheelers,4W_Personal,2
2020,oct,10/1/2020,Gujarat,BUS,Bus,Bus,1
2020,oct,10/1/2020,Gujarat,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,4
2020,oct,10/1/2020,Gujarat,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,12
2020,oct,10/1/2020,Gujarat,FORK LIFT,Others,Others,1
2020,oct,10/1/2020,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,47
2020,oct,10/1/2020,Gujarat,MOPED,2-Wheelers,2W_Personal,14
2020,oct,10/1/2020,Gujarat,MOTOR CAB,4-Wheelers,4W_Shared,2
2020,oct,10/1/2020,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,26
2020,oct,10/1/2020,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,3
2020,oct,10/1/2020,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2020,oct,10/1/2020,Himachal Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,3
2020,oct,10/1/2020,Himachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,3
2020,oct,10/1/2020,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,166
2020,oct,10/1/2020,Haryana,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,27
2020,oct,10/1/2020,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,30
2020,oct,10/1/2020,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,2
2020,oct,10/1/2020,Haryana,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,4
2020,oct,10/1/2020,Jharkhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,66
2020,oct,10/1/2020,Jharkhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,2
2020,oct,10/1/2020,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,21
2020,oct,10/1/2020,Jharkhand,MOTOR CAR,4-Wheelers,4W_Personal,4
2020,oct,10/1/2020,Jharkhand,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,2
2020,oct,10/1/2020,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,3
2020,oct,10/1/2020,Jammu and Kashmir,MOPED,2-Wheelers,2W_Personal,7
2020,oct,10/1/2020,Karnataka,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,5
2020,oct,10/1/2020,Karnataka,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,25
2020,oct,10/1/2020,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,712
2020,oct,10/1/2020,Karnataka,MOPED,2-Wheelers,2W_Personal,6
2020,oct,10/1/2020,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,2
2020,oct,10/1/2020,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,61
2020,oct,10/1/2020,Karnataka,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,420
2020,oct,10/1/2020,Karnataka,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,13
2020,oct,10/1/2020,Karnataka,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2
2020,oct,10/1/2020,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,5
2020,oct,10/1/2020,Kerala,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,28
2020,oct,10/1/2020,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,49
2020,oct,10/1/2020,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,100
2020,oct,10/1/2020,Kerala,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,43
2020,oct,10/1/2020,Kerala,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,5
2020,oct,10/1/2020,Maharashtra,BUS,Bus,Bus,7
2020,oct,10/1/2020,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,93
2020,oct,10/1/2020,Maharashtra,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,38
2020,oct,10/1/2020,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,472
2020,oct,10/1/2020,Maharashtra,MOTOR CAB,4-Wheelers,4W_Shared,1
2020,oct,10/1/2020,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,101
2020,oct,10/1/2020,Maharashtra,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2020,oct,10/1/2020,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,231
2020,oct,10/1/2020,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,43
2020,oct,10/1/2020,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,86
2020,oct,10/1/2020,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,4
2020,oct,10/1/2020,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,11
2020,oct,10/1/2020,Odisha,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,11
2020,oct,10/1/2020,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,49
2020,oct,10/1/2020,Odisha,MOPED,2-Wheelers,2W_Personal,10
2020,oct,10/1/2020,Odisha,MOTOR CAB,4-Wheelers,4W_Shared,1
2020,oct,10/1/2020,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,2
2020,oct,10/1/2020,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2020,oct,10/1/2020,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,36
2020,oct,10/1/2020,Punjab,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,19
2020,oct,10/1/2020,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2020,oct,10/1/2020,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,2
2020,oct,10/1/2020,Punjab,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1
2020,oct,10/1/2020,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,11
2020,oct,10/1/2020,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,248
2020,oct,10/1/2020,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,63
2020,oct,10/1/2020,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,135
2020,oct,10/1/2020,Rajasthan,MOPED,2-Wheelers,2W_Personal,9
2020,oct,10/1/2020,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,12
2020,oct,10/1/2020,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,10
2020,oct,10/1/2020,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,338
2020,oct,10/1/2020,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,42
2020,oct,10/1/2020,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,26
2020,oct,10/1/2020,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,79
2020,oct,10/1/2020,Tripura,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,219
2020,oct,10/1/2020,Tripura,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,39
2020,oct,10/1/2020,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,167
2020,oct,10/1/2020,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,12
2020,oct,10/1/2020,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2020,oct,10/1/2020,Uttarakhand,MOTOR CAR,4-Wheelers,4W_Personal,1
2020,oct,10/1/2020,Uttarakhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2020,oct,10/1/2020,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1836
2020,oct,10/1/2020,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,127
2020,oct,10/1/2020,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,80
2020,oct,10/1/2020,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,8
